time,push,resist,retreat,tube test
16.634,0,0,0,1
16.667,0,0,0,1
16.7,0,0,0,1
16.733,0,0,0,1
16.766,0,0,0,1
16.799,0,0,0,1
16.832,0,0,0,1
16.865,0,0,0,1
16.898,0,0,0,1
16.931,0,0,0,1
16.964,0,0,0,1
16.997,0,0,0,1
17.03,0,0,0,1
17.063,0,0,0,1
17.096,0,0,0,1
17.129,0,0,0,1
17.162,0,0,0,1
17.195,0,0,0,1
17.228,0,0,0,1
17.261,0,0,0,1
17.294,0,0,0,1
17.327,0,0,0,1
17.36,0,0,0,0
17.393,0,0,0,0
17.426,0,0,0,0
17.459,0,0,0,0
17.492,0,0,0,0
17.525,0,0,0,0
17.558,0,0,0,0
17.591,0,0,0,0
17.624,0,0,0,0
17.657,0,0,0,0
17.69,0,0,0,0
17.723,0,0,0,0
17.756,0,0,0,0
17.789,0,0,0,0
17.822,0,0,0,0
17.855,0,0,0,0
17.888,0,0,0,0
17.921,0,0,0,0
17.954,0,0,0,0
17.987,0,0,0,0
18.02,0,0,0,0
18.053,0,0,0,0
18.086,0,0,0,0
18.119,0,0,0,0
18.152,0,0,0,0
18.185,0,0,0,0
18.218,0,0,0,0
18.251,0,0,0,0
18.284,0,0,0,0
18.317,0,0,0,0
18.35,0,0,0,0
18.383,0,0,0,0
18.416,0,0,0,0
18.449,0,0,0,0
18.482,0,0,0,0
18.515,0,0,0,0
18.548,0,0,0,0
18.581,0,0,0,0
18.614,0,0,0,0
18.647,0,0,0,0
18.68,0,0,0,0
18.713,0,0,0,0
18.746,0,0,0,0
18.779,0,0,0,0
18.812,0,0,0,0
18.845,0,0,0,0
18.878,0,0,0,0
18.911,0,0,0,0
18.944,0,0,0,0
18.977,0,0,0,0
19.01,0,0,0,0
19.043,0,0,0,0
19.076,0,0,0,0
19.109,0,0,0,0
19.142,0,0,0,0
19.175,0,0,0,0
19.208,0,0,0,0
19.241,0,0,0,0
19.274,0,0,0,0
19.307,0,0,0,0
19.34,0,0,0,0
19.373,0,0,0,0
19.406,0,0,0,0
19.439,0,0,0,0
19.472,0,0,0,0
19.505,0,0,0,0
19.538,0,0,0,0
19.571,0,0,0,0
19.604,0,0,0,0
19.637,0,0,0,0
19.67,0,0,0,0
19.703,0,0,0,0
19.736,0,0,0,0
19.769,0,0,0,0
19.802,0,0,0,0
19.835,0,0,0,0
19.868,0,0,0,0
19.901,0,0,0,0
19.934,0,0,0,0
19.967,0,0,0,0
20.0,0,0,0,0
20.033,0,0,0,0
20.066,0,0,0,0
20.099,0,0,0,0
20.132,0,0,0,0
20.165,0,0,0,0
20.198,0,0,0,0
20.231,0,0,0,0
20.264,0,0,0,0
20.297,0,0,0,0
20.33,0,0,0,0
20.363,0,0,0,0
20.396,0,0,0,0
20.429,0,0,0,0
20.462,0,0,0,0
20.495,0,0,0,0
20.528,0,0,0,0
20.561,0,0,0,0
20.594,0,0,0,0
20.627,0,0,0,0
20.66,0,0,0,0
20.693,0,0,0,0
20.726,0,0,0,0
20.759,0,0,0,0
20.792,0,0,0,0
20.825,0,0,0,0
20.858,0,0,0,0
20.891,0,0,0,0
20.924,0,0,0,0
20.957,0,0,0,0
20.99,0,0,0,0
21.023,0,0,0,0
21.056,0,0,0,0
21.089,0,0,0,0
21.122,0,0,0,0
21.155,0,0,0,0
21.188,0,0,0,0
21.221,0,0,0,0
21.254,0,0,0,0
21.287,0,0,0,0
21.32,0,0,0,0
21.353,0,0,0,0
21.386,0,0,0,0
21.419,0,0,0,0
21.452,0,0,0,0
21.485,0,0,0,0
21.518,0,0,0,0
21.551,0,0,0,0
21.584,0,0,0,0
21.617,0,0,0,0
21.65,0,0,0,0
21.683,0,0,0,0
21.716,0,0,0,0
21.749,0,0,0,0
21.782,0,0,0,0
21.815,0,0,0,0
21.848,0,0,0,0
21.881,0,0,0,0
21.914,0,0,0,0
21.947,0,0,0,0
21.98,0,0,0,0
22.013,0,0,0,0
22.046,0,0,0,0
22.079,0,0,0,0
22.112,0,0,0,0
22.145,0,0,0,0
22.178,0,0,0,0
22.211,0,0,0,0
22.244,0,0,0,0
22.277,0,0,0,0
22.31,0,0,0,0
22.343,0,0,0,0
22.376,0,0,0,0
22.409,0,0,0,0
22.442,0,0,0,0
22.475,0,0,0,0
22.508,0,0,0,0
22.541,0,0,0,0
22.574,0,0,0,0
22.607,0,0,0,0
22.64,0,0,0,0
22.673,0,0,0,0
22.706,0,0,0,0
22.739,0,0,0,0
22.772,0,0,0,0
22.805,0,0,0,0
22.838,0,0,0,0
22.871,0,0,0,0
22.904,0,0,0,0
22.937,0,0,0,0
22.97,0,0,0,0
23.003,0,0,0,0
23.036,0,0,0,0
23.069,0,0,0,0
23.102,0,0,0,0
23.135,0,0,0,0
23.168,0,0,0,0
23.201,0,0,0,0
23.234,0,0,0,0
23.267,0,0,0,0
23.3,0,0,0,0
23.333,0,0,0,0
23.366,0,0,0,0
23.399,0,0,0,0
23.432,0,0,0,0
23.465,0,0,0,0
23.498,0,0,0,0
23.531,0,0,0,0
23.564,0,0,0,0
23.597,0,0,0,0
23.63,0,0,0,0
23.663,0,0,0,0
23.696,0,0,0,0
23.729,0,0,0,0
23.762,0,0,0,0
23.795,0,0,0,0
23.828,0,0,0,0
23.861,0,0,0,0
23.894,0,0,0,0
23.927,0,0,0,0
23.96,0,0,0,0
23.993,0,0,0,0
24.026,0,0,0,0
24.059,0,0,0,0
24.092,0,0,0,0
24.125,0,0,0,0
24.158,0,0,0,0
24.191,0,0,0,0
24.224,0,0,0,0
24.257,0,0,0,0
24.29,0,0,0,0
24.323,0,0,0,0
24.356,0,0,0,0
24.389,0,0,0,0
24.422,0,0,0,0
24.455,0,0,0,0
24.488,0,0,0,0
24.521,0,0,0,0
24.554,0,0,0,0
24.587,0,0,0,0
24.62,0,0,0,0
24.653,0,0,0,0
24.686,0,0,0,0
24.719,0,0,0,0
24.752,0,0,0,0
24.785,0,0,0,0
24.818,0,0,0,0
24.851,0,0,0,0
24.884,0,0,0,0
24.917,0,0,0,0
24.95,0,0,0,0
24.983,0,0,0,0
25.016,0,0,0,0
25.049,0,0,0,0
25.082,0,0,0,0
25.115,0,0,0,0
25.148,0,0,0,0
25.181,0,0,0,0
25.214,0,0,0,0
25.247,0,0,0,0
25.28,0,0,0,0
25.313,0,0,0,0
25.346,0,0,0,0
25.379,0,0,0,0
25.412,0,0,0,0
25.445,0,0,0,0
25.478,0,0,0,0
25.511,0,0,0,0
25.544,0,0,0,0
25.577,0,0,0,0
25.61,0,0,0,0
25.643,0,0,0,0
25.676,0,0,0,0
25.709,0,0,0,0
25.742,0,0,0,0
25.775,0,0,0,0
25.808,0,0,0,0
25.841,0,0,0,0
25.874,0,0,0,0
25.907,0,0,0,0
25.94,0,0,0,0
25.973,0,0,0,0
26.006,0,0,0,0
26.039,0,0,0,0
26.072,0,0,0,0
26.105,0,0,0,0
26.138,0,0,0,0
26.171,0,0,0,0
26.204,0,0,0,0
26.237,0,0,0,0
26.27,0,0,0,0
26.303,0,0,0,0
26.336,0,0,0,0
26.369,0,0,0,0
26.402,0,0,0,0
26.435,0,0,0,0
26.468,0,0,0,0
26.501,0,0,0,0
26.534,0,0,0,0
26.567,0,0,0,0
26.6,0,0,0,0
26.633,0,0,0,0
26.666,0,0,0,0
26.699,0,0,0,0
26.732,0,0,0,0
26.765,0,0,0,0
26.798,0,0,0,0
26.831,0,0,0,0
26.864,0,0,0,0
26.897,0,0,0,0
26.93,0,0,0,0
26.963,0,0,0,0
26.996,0,0,0,0
27.029,0,0,0,0
27.062,0,0,0,0
27.095,0,0,0,0
27.128,0,0,0,0
27.161,0,0,0,0
27.194,0,0,0,0
27.227,0,0,0,0
27.26,0,0,0,0
27.293,0,0,0,0
27.326,0,0,0,0
27.359,0,0,0,0
27.392,0,0,0,0
27.425,0,0,0,0
27.458,0,0,0,0
27.491,0,0,0,0
27.524,0,0,0,0
27.557,0,0,0,0
27.59,0,0,0,0
27.623,0,0,0,0
27.656,0,0,0,0
27.689,0,0,0,0
27.722,0,0,0,0
27.755,0,0,0,0
27.788,0,0,0,0
27.821,0,0,0,0
27.854,0,0,0,0
27.887,0,0,0,0
27.92,0,0,0,0
27.953,0,0,0,0
27.986,0,0,0,0
28.019,0,0,0,0
28.052,0,0,0,0
28.085,0,0,0,0
28.118,0,0,0,0
28.151,0,0,0,0
28.184,0,0,0,0
28.217,0,0,0,0
28.25,0,0,0,0
28.283,0,0,0,0
28.316,0,0,0,0
28.349,0,0,0,0
28.382,0,0,0,0
28.415,0,0,0,0
28.448,0,0,0,0
28.481,0,0,0,0
28.514,0,0,0,0
28.547,0,0,0,0
28.58,0,0,0,0
28.613,0,0,0,0
28.646,0,0,0,0
28.679,0,0,0,0
28.712,0,0,0,0
28.745,0,0,0,0
28.778,0,0,0,0
28.811,0,0,0,0
28.844,0,0,0,0
28.877,0,0,0,0
28.91,0,0,0,0
28.943,0,0,0,0
28.976,0,0,0,0
29.009,0,0,0,0
29.042,0,0,0,0
29.075,0,0,0,0
29.108,0,0,0,0
29.141,0,0,0,0
29.174,0,0,0,0
29.207,0,0,0,0
29.24,0,0,0,0
29.273,0,0,0,0
29.306,0,0,0,0
29.339,0,0,0,0
29.372,0,0,0,0
29.405,0,0,0,0
29.438,0,0,0,0
29.471,0,0,0,0
29.504,0,0,0,0
29.537,0,0,0,0
29.57,0,0,0,0
29.603,0,0,0,0
29.636,0,0,0,0
29.669,0,0,0,0
29.702,0,0,0,0
29.735,0,0,0,0
29.768,0,0,0,0
29.801,0,0,0,0
29.834,0,0,0,0
29.867,0,0,0,0
29.9,0,0,0,0
29.933,0,0,0,0
29.966,0,0,0,0
29.999,0,0,0,0
30.032,0,0,0,0
30.065,0,0,0,0
30.098,0,0,0,0
30.131,0,0,0,0
30.164,0,0,0,0
30.197,0,0,0,0
30.23,0,0,0,0
30.263,0,0,0,0
30.296,0,0,0,0
30.329,0,0,0,0
30.362,0,0,0,0
30.395,0,0,0,0
30.428,0,0,0,0
30.461,0,0,0,0
30.494,0,0,0,0
30.527,0,0,0,0
30.56,0,0,0,0
30.593,0,0,0,0
30.626,0,0,0,0
30.659,0,0,0,0
30.692,0,0,0,0
30.725,0,0,0,0
30.758,0,0,0,0
30.791,0,0,0,0
30.824,0,0,0,0
30.857,0,0,0,0
30.89,0,0,0,0
30.923,0,0,0,0
30.956,0,0,0,0
30.989,0,0,0,0
31.022,0,0,0,0
31.055,0,0,0,0
31.088,0,0,0,0
31.121,0,0,0,0
31.154,0,0,0,0
31.187,0,0,0,0
31.22,0,0,0,0
31.253,0,0,0,0
31.286,0,0,0,0
31.319,0,0,0,0
31.352,0,0,0,0
31.385,0,0,0,0
31.418,0,0,0,0
31.451,0,0,0,0
31.484,0,0,0,0
31.517,0,0,0,0
31.55,0,0,0,0
31.583,0,0,0,0
31.616,0,0,0,0
31.649,0,0,0,0
31.682,0,0,0,0
31.715,0,0,0,0
31.748,0,0,0,0
31.781,0,0,0,0
31.814,0,0,0,0
31.847,0,0,0,0
31.88,0,0,0,0
31.913,0,0,0,0
31.946,0,0,0,0
31.979,0,0,0,0
32.012,0,0,0,0
32.045,0,0,0,0
32.078,0,0,0,0
32.111,0,0,0,0
32.144,0,0,0,0
32.177,0,0,0,0
32.21,0,0,0,0
32.243,0,0,0,0
32.276,0,0,0,0
32.309,0,0,0,0
32.342,0,0,0,0
32.375,0,0,0,0
32.408,0,0,0,0
32.441,0,0,0,0
32.474,0,0,0,0
32.507,0,0,0,0
32.54,0,0,0,0
32.573,0,0,0,0
32.606,0,0,0,0
32.639,0,0,0,0
32.672,0,0,0,0
32.705,0,0,0,0
32.738,0,0,0,0
32.771,0,0,0,0
32.804,0,0,0,0
32.837,0,0,0,0
32.87,0,0,0,0
32.903,0,0,0,0
32.936,0,0,0,0
32.969,0,0,0,0
33.002,0,0,0,0
33.035,0,0,0,0
33.068,0,0,0,0
33.101,0,0,0,0
33.134,0,0,0,0
33.167,0,0,0,0
33.2,0,0,0,0
33.233,0,0,0,0
33.266,0,0,0,0
33.299,0,0,0,0
33.332,0,0,0,0
33.365,0,0,0,0
33.398,0,0,0,0
33.431,0,0,0,0
33.464,0,0,0,0
33.497,0,0,0,0
33.53,0,0,0,0
33.563,0,0,0,0
33.596,0,0,0,0
33.629,0,0,0,0
33.662,0,0,0,0
33.695,0,0,0,0
33.728,0,0,0,0
33.761,0,0,0,0
33.794,0,0,0,0
33.827,0,0,0,0
33.86,0,0,0,0
33.893,0,0,0,0
33.926,0,0,0,0
33.959,0,0,0,0
33.992,0,0,0,0
34.025,0,0,0,0
34.058,0,0,0,0
34.091,0,0,0,0
34.124,0,0,0,0
34.157,0,0,0,0
34.19,0,0,0,0
34.223,0,0,0,0
34.256,0,0,0,0
34.289,0,0,0,0
34.322,0,0,0,0
34.355,0,0,0,0
34.388,0,0,0,0
34.421,0,0,0,0
34.454,0,0,0,0
34.487,0,0,0,0
34.52,0,0,0,0
34.553,0,0,0,0
34.586,0,0,0,0
34.619,0,0,0,0
34.652,0,0,0,0
34.685,0,0,0,0
34.718,0,0,0,0
34.751,0,0,0,0
34.784,0,0,0,0
34.817,0,0,0,0
34.85,0,0,0,0
34.883,0,0,0,0
34.916,0,0,0,0
34.949,0,0,0,0
34.982,0,0,0,0
35.015,0,0,0,0
35.048,0,0,0,0
35.081,0,0,0,0
35.114,0,0,0,0
35.147,0,0,0,0
35.18,0,0,0,0
35.213,0,0,0,0
35.246,0,0,0,0
35.279,0,0,0,0
35.312,0,0,0,0
35.345,0,0,0,0
35.378,0,0,0,0
35.411,0,0,0,1
35.444,0,0,0,1
35.477,0,0,0,1
35.51,0,0,0,1
35.543,0,0,0,1
35.576,0,0,0,1
35.609,0,0,0,1
35.642,0,0,0,1
35.675,0,0,0,1
35.708,0,0,0,1
35.741,0,0,0,1
35.774,0,0,0,1
35.807,0,0,0,1
35.84,0,0,0,1
35.873,0,0,0,1
35.906,0,0,0,1
35.939,0,0,0,1
35.972,0,0,0,1
36.005,0,0,0,1
36.038,0,0,0,1
36.071,0,0,0,1
36.104,0,0,0,1
36.137,0,0,0,1
36.17,0,0,0,1
36.203,0,0,0,1
36.236,0,0,0,1
36.269,0,0,0,1
36.302,0,0,0,1
36.335,0,0,0,1
36.368,0,0,0,1
36.401,0,0,0,1
36.434,0,0,0,1
36.467,0,0,0,1
36.5,0,0,0,1
36.533,0,0,0,1
36.566,0,0,0,1
36.599,0,0,0,1
36.632,0,0,0,1
36.665,0,0,0,1
36.698,0,0,0,1
36.731,0,0,0,1
36.764,0,0,0,1
36.797,0,0,0,1
36.83,0,0,0,1
36.863,0,0,0,1
36.896,0,0,0,1
36.929,0,0,0,1
36.962,0,0,0,1
36.995,0,0,0,1
37.028,0,0,0,1
37.061,0,0,0,1
37.094,0,0,0,1
37.127,0,0,0,1
37.16,0,0,0,1
37.193,0,0,0,1
37.226,0,0,0,1
37.259,0,0,0,1
37.292,0,0,0,1
37.325,0,0,0,1
37.358,0,0,0,1
37.391,0,0,0,1
37.424,0,0,0,1
37.457,0,0,0,1
37.49,0,0,0,1
37.523,0,0,0,1
37.556,0,0,0,1
37.589,0,0,0,1
37.622,0,0,0,1
37.655,0,0,0,1
37.688,0,0,0,1
37.721,0,0,0,1
37.754,0,0,0,1
37.787,0,0,0,1
37.82,0,0,0,1
37.853,0,0,0,1
37.886,0,0,0,1
37.919,0,0,0,1
37.952,0,0,0,1
37.985,0,0,0,1
38.018,0,0,0,1
38.051,0,0,0,1
38.084,0,0,0,1
38.117,0,0,0,1
38.15,0,0,0,1
38.183,0,0,0,1
38.216,0,0,0,1
38.249,0,0,0,1
38.282,0,0,0,1
38.315,0,0,0,1
38.348,0,0,0,1
38.381,0,0,0,1
38.414,0,0,0,1
38.447,0,0,0,1
38.48,0,0,0,1
38.513,0,0,0,1
38.546,0,0,0,1
38.579,0,0,0,1
38.612,0,0,0,1
38.645,0,0,0,1
38.678,0,0,0,1
38.711,0,0,0,1
38.744,0,0,0,1
38.777,0,0,0,1
38.81,0,0,0,1
38.843,0,0,0,1
38.876,0,0,0,1
38.909,0,0,0,1
38.942,0,0,0,1
38.975,0,0,0,1
39.008,0,0,0,1
39.041,0,0,0,1
39.074,0,0,0,1
39.107,0,0,0,1
39.14,0,0,0,1
39.173,0,0,0,1
39.206,0,0,0,1
39.239,0,0,0,1
39.272,0,0,0,1
39.305,0,0,0,1
39.338,0,0,0,1
39.371,0,0,0,1
39.404,0,0,0,1
39.437,0,0,0,1
39.47,0,0,0,1
39.503,0,0,0,1
39.536,0,0,0,1
39.569,0,0,0,1
39.602,0,0,0,1
39.635,0,0,0,1
39.668,0,0,0,1
39.701,0,0,0,1
39.734,0,0,0,1
39.767,0,0,0,1
39.8,0,0,0,1
39.833,0,0,0,1
39.866,0,0,0,1
39.899,0,0,0,1
39.932,0,0,0,1
39.965,0,0,0,1
39.998,0,0,0,1
40.031,0,0,0,1
40.064,0,0,0,1
40.097,0,0,0,1
40.13,0,0,0,1
40.163,0,0,0,1
40.196,0,0,0,1
40.229,0,0,0,1
40.262,0,0,0,1
40.295,0,0,0,1
40.328,0,0,0,1
40.361,0,0,0,1
40.394,0,0,0,1
40.427,0,0,0,1
40.46,0,0,0,1
40.493,0,0,0,1
40.526,0,0,0,1
40.559,0,0,0,1
40.592,0,0,0,1
40.625,0,0,0,1
40.658,0,0,0,1
40.691,0,0,0,1
40.724,0,0,0,1
40.757,0,0,0,1
40.79,0,0,0,1
40.823,0,0,0,1
40.856,0,0,0,1
40.889,0,0,0,1
40.922,0,0,0,1
40.955,0,0,0,1
40.988,0,0,0,1
41.021,0,0,0,1
41.054,0,0,0,1
41.087,0,0,0,1
41.12,0,0,0,1
41.153,0,0,0,1
41.186,0,0,0,1
41.219,0,0,0,1
41.252,0,0,0,1
41.285,0,0,0,1
41.318,0,0,0,1
41.351,0,0,0,1
41.384,0,0,0,1
41.417,0,0,0,1
41.45,0,0,0,1
41.483,0,0,0,1
41.516,0,0,0,1
41.549,0,0,0,1
41.582,0,0,0,1
41.615,0,0,0,1
41.648,0,0,0,1
41.681,0,0,0,1
41.714,0,0,0,1
41.747,0,0,0,1
41.78,0,0,0,1
41.813,0,0,0,1
41.846,0,0,0,1
41.879,0,0,0,1
41.912,0,0,0,1
41.945,0,0,0,1
41.978,0,0,0,1
42.011,0,0,0,1
42.044,0,0,0,1
42.077,0,0,0,1
42.11,0,0,0,1
42.143,0,0,0,1
42.176,0,0,0,1
42.209,0,0,0,1
42.242,0,0,0,1
42.275,0,0,0,1
42.308,0,0,0,1
42.341,0,0,0,1
42.374,0,0,0,1
42.407,0,0,0,1
42.44,0,0,0,1
42.473,0,0,0,1
42.506,0,0,0,1
42.539,0,0,0,1
42.572,0,0,0,1
42.605,0,0,0,1
42.638,0,0,0,1
42.671,0,0,0,1
42.704,0,0,0,1
42.737,0,0,0,1
42.77,0,0,0,1
42.803,0,0,0,1
42.836,0,0,0,1
42.869,0,0,0,1
42.902,0,0,0,1
42.935,0,0,0,1
42.968,0,0,0,1
43.001,0,0,0,1
43.034,0,0,0,1
43.067,0,0,0,1
43.1,0,0,0,1
43.133,0,0,0,1
43.166,0,0,0,1
43.199,0,0,0,1
43.232,0,0,0,1
43.265,0,0,0,1
43.298,0,0,0,1
43.331,0,0,0,1
43.364,0,0,0,1
43.397,0,0,0,1
43.43,0,0,0,1
43.463,0,0,0,1
43.496,0,0,0,1
43.529,0,0,0,1
43.562,0,0,0,1
43.595,0,0,0,1
43.628,0,0,0,1
43.661,0,0,0,1
43.694,0,0,0,1
43.727,0,0,0,1
43.76,0,0,0,1
43.793,0,0,0,1
43.826,0,0,0,1
43.859,0,0,0,1
43.892,0,0,0,1
43.925,0,0,0,1
43.958,0,0,0,1
43.991,0,0,0,1
44.024,0,0,0,1
44.057,0,0,0,1
44.09,0,0,0,1
44.123,0,0,0,1
44.156,0,0,0,1
44.189,0,0,0,1
44.222,0,0,0,1
44.255,0,0,0,1
44.288,0,0,0,1
44.321,0,0,0,1
44.354,0,0,0,1
44.387,0,0,0,1
44.42,0,0,0,1
44.453,0,0,0,1
44.486,0,0,0,1
44.519,0,0,0,1
44.552,0,0,0,1
44.585,0,0,0,1
44.618,0,0,0,1
44.651,0,0,0,1
44.684,0,0,0,1
44.717,0,0,0,1
44.75,0,0,0,1
44.783,0,0,0,1
44.816,0,0,0,1
44.849,0,0,0,1
44.882,0,0,0,1
44.915,0,0,0,1
44.948,0,0,0,1
44.981,0,0,0,1
45.014,0,0,0,1
45.047,0,0,0,1
45.08,0,0,0,1
45.113,0,0,0,1
45.146,0,0,0,1
45.179,0,0,0,1
45.212,0,0,0,1
45.245,0,0,0,1
45.278,0,0,0,1
45.311,0,0,0,1
45.344,0,0,0,1
45.377,0,0,0,1
45.41,0,0,0,1
45.443,0,0,0,1
45.476,0,0,0,1
45.509,0,0,0,1
45.542,0,0,0,1
45.575,0,0,0,1
45.608,0,0,0,1
45.641,0,0,0,1
45.674,0,0,0,1
45.707,0,0,0,1
45.74,0,0,0,1
45.773,0,0,0,1
45.806,0,0,0,1
45.839,0,0,0,1
45.872,0,0,0,1
45.905,0,0,0,1
45.938,0,0,0,1
45.971,0,0,0,1
46.004,0,0,0,1
46.037,0,0,0,1
46.07,0,0,0,1
46.103,0,0,0,1
46.136,0,0,0,1
46.169,0,0,0,1
46.202,0,0,0,1
46.235,0,0,0,1
46.268,0,0,0,1
46.301,0,0,0,1
46.334,0,0,0,1
46.367,0,0,0,1
46.4,0,0,0,1
46.433,0,0,0,1
46.466,0,0,0,1
46.499,0,0,0,1
46.532,0,0,0,1
46.565,0,0,0,1
46.598,0,0,0,1
46.631,0,0,0,1
46.664,0,0,0,1
46.697,0,0,0,1
46.73,0,0,0,1
46.763,0,0,0,1
46.796,0,0,0,1
46.829,0,0,0,1
46.862,0,0,0,1
46.895,0,0,0,1
46.928,0,0,0,1
46.961,0,0,0,1
46.994,0,0,0,1
47.027,0,0,0,1
47.06,0,0,0,1
47.093,0,0,0,1
47.126,0,0,0,1
47.159,0,0,0,1
47.192,0,0,0,1
47.225,0,0,0,1
47.258,0,0,0,1
47.291,0,0,0,1
47.324,0,0,0,1
47.357,0,0,0,1
47.39,0,0,0,1
47.423,0,0,0,1
47.456,0,0,0,1
47.489,0,0,0,1
47.522,0,0,0,1
47.555,0,0,0,1
47.588,0,0,0,1
47.621,0,0,0,1
47.654,0,0,0,1
47.687,0,0,0,1
47.72,0,0,0,1
47.753,0,0,0,1
47.786,0,0,0,1
47.819,0,0,0,1
47.852,0,0,0,1
47.885,0,0,0,1
47.918,0,0,0,1
47.951,0,0,0,1
47.984,0,0,0,1
48.017,0,0,0,1
48.05,0,0,0,1
48.083,0,0,0,1
48.116,0,0,0,1
48.149,0,0,0,1
48.182,0,0,0,1
48.215,0,0,0,1
48.248,0,0,0,1
48.281,0,0,0,1
48.314,0,0,0,1
48.347,0,0,0,1
48.38,0,0,0,1
48.413,0,0,0,1
48.446,0,0,0,1
48.479,0,0,0,1
48.512,0,0,0,1
